Epoch 0 lr=0.1: loss=356.176882982254, train_accuracy=0.4975024366471735,val_loss=19.5506649017334, val_accuracy=0.4946957007258515
Epoch 188 lr=0.01513029948824015: loss=152.22578692436218, train_accuracy=0.8671418128654971,val_loss=9.588244438171387, val_accuracy=0.8626465661641541
Epoch 189 lr=0.01513029948824015: loss=154.33068400621414, train_accuracy=0.8614156920077972,val_loss=7.921066761016846, val_accuracy=0.8754885538805137
Epoch 190 lr=0.014676390503592944: loss=151.25180764496326, train_accuracy=0.8679337231968811,val_loss=8.64539623260498, val_accuracy=0.8679508654383026
Epoch 191 lr=0.014676390503592944: loss=151.76508912444115, train_accuracy=0.8672636452241715,val_loss=10.322664260864258, val_accuracy=0.8422668900055835
Epoch 192 lr=0.014676390503592944: loss=150.6337576918304, train_accuracy=0.86817738791423,val_loss=9.335371017456055, val_accuracy=0.8595756560580681
Epoch 193 lr=0.014236098788485156: loss=154.036796733737, train_accuracy=0.8662280701754386,val_loss=7.428960800170898, val_accuracy=0.879676158570631
Epoch 194 lr=0.014236098788485156: loss=151.835350073874, train_accuracy=0.869761208576998,val_loss=8.157734870910645, val_accuracy=0.8749302065884981
Epoch 195 lr=0.014236098788485156: loss=151.06171651929617, train_accuracy=0.866593567251462,val_loss=7.941987991333008, val_accuracy=0.8760469011725294
Epoch 196 lr=0.013809015824830602: loss=147.75986014306545, train_accuracy=0.8731115984405458,val_loss=8.57870101928711, val_accuracy=0.8754885538805137
Epoch 197 lr=0.013809015824830602: loss=150.47282315045595, train_accuracy=0.86817738791423,val_loss=8.000035285949707, val_accuracy=0.8768844221105527
Epoch 198 lr=0.013809015824830602: loss=146.6701440513134, train_accuracy=0.8732943469785575,val_loss=8.564529418945312, val_accuracy=0.8729759910664433
Epoch 199 lr=0.013394745350085684: loss=149.56352353096008, train_accuracy=0.8709795321637427,val_loss=8.029899597167969, val_accuracy=0.8768844221105527
Epoch 200 lr=0.013394745350085684: loss=149.13722354918718, train_accuracy=0.870553118908382,val_loss=11.158782958984375, val_accuracy=0.8484087102177554
Epoch 201 lr=0.013394745350085684: loss=148.796497926116, train_accuracy=0.8724415204678363,val_loss=8.195334434509277, val_accuracy=0.8696259073143495
Epoch 202 lr=0.012992902989583112: loss=148.85957255214453, train_accuracy=0.8724415204678363,val_loss=8.1517915725708, val_accuracy=0.8763260748185371
Epoch 203 lr=0.012992902989583112: loss=149.204601444304, train_accuracy=0.8711622807017544,val_loss=10.175230026245117, val_accuracy=0.8581797878280291
Epoch 204 lr=0.012992902989583112: loss=148.452884465456, train_accuracy=0.8712231968810916,val_loss=8.85831356048584, val_accuracy=0.8699050809603573
Epoch 205 lr=0.012603115899895618: loss=146.4448168426752, train_accuracy=0.8721369395711501,val_loss=8.171548843383789, val_accuracy=0.8793969849246231
Epoch 206 lr=0.012603115899895618: loss=146.97685300558805, train_accuracy=0.8737816764132553,val_loss=8.130672454833984, val_accuracy=0.8771635957565606
Epoch 207 lr=0.012603115899895618: loss=146.9200095757842, train_accuracy=0.8721369395711501,val_loss=8.374041557312012, val_accuracy=0.8788386376326075
Epoch 208 lr=0.01222502242289875: loss=143.60254878550768, train_accuracy=0.8751218323586745,val_loss=8.623918533325195, val_accuracy=0.8740926856504746
Epoch 209 lr=0.01222502242289875: loss=144.66779372096062, train_accuracy=0.8762183235867447,val_loss=8.693385124206543, val_accuracy=0.8729759910664433
Epoch 210 lr=0.01222502242289875: loss=146.88696709275246, train_accuracy=0.8709186159844055,val_loss=7.615950584411621, val_accuracy=0.8802345058626466
Epoch 211 lr=0.011858271750211787: loss=147.35117085278034, train_accuracy=0.8712841130604289,val_loss=9.364121437072754, val_accuracy=0.8713009491903965
Epoch 212 lr=0.011858271750211787: loss=147.5384829044342, train_accuracy=0.8679946393762183,val_loss=7.915875434875488, val_accuracy=0.8802345058626466
Epoch 213 lr=0.011858271750211787: loss=146.72196809202433, train_accuracy=0.8707358674463938,val_loss=8.075394630432129, val_accuracy=0.8771635957565606
Epoch 214 lr=0.011502523597705433: loss=147.65359667688608, train_accuracy=0.8712231968810916,val_loss=9.018646240234375, val_accuracy=0.8690675600223339
Epoch 215 lr=0.011502523597705433: loss=144.03845796734095, train_accuracy=0.8756091617933723,val_loss=9.67236614227295, val_accuracy=0.864321608040201
Epoch 216 lr=0.011502523597705433: loss=143.64752819389105, train_accuracy=0.8760964912280702,val_loss=11.94263744354248, val_accuracy=0.8470128419877163
Epoch 217 lr=0.011157447889774269: loss=144.89054364711046, train_accuracy=0.8735380116959064,val_loss=9.090842247009277, val_accuracy=0.8659966499162479
Epoch 218 lr=0.011157447889774269: loss=139.63413541018963, train_accuracy=0.8782894736842105,val_loss=9.130495071411133, val_accuracy=0.8807928531546622
Epoch 219 lr=0.011157447889774269: loss=147.31897994875908, train_accuracy=0.8723196881091618,val_loss=8.357660293579102, val_accuracy=0.8760469011725294
Epoch 220 lr=0.01082272445308104: loss=143.42139433324337, train_accuracy=0.8748172514619883,val_loss=8.256816864013672, val_accuracy=0.8788386376326075
Epoch 221 lr=0.01082272445308104: loss=143.3844691887498, train_accuracy=0.8735380116959064,val_loss=9.590962409973145, val_accuracy=0.8601340033500837
Epoch 222 lr=0.01082272445308104: loss=141.0876248702407, train_accuracy=0.8787768031189084,val_loss=8.62587833404541, val_accuracy=0.8724176437744277
Epoch 223 lr=0.010498042719488608: loss=142.94591157138348, train_accuracy=0.8788377192982456,val_loss=9.731926918029785, val_accuracy=0.855108877721943
Epoch 224 lr=0.010498042719488608: loss=143.65285486727953, train_accuracy=0.876827485380117,val_loss=8.712762832641602, val_accuracy=0.8648799553322166
Epoch 225 lr=0.010498042719488608: loss=143.9133082702756, train_accuracy=0.875,val_loss=8.514171600341797, val_accuracy=0.8721384701284198
Epoch 226 lr=0.01018310143790395: loss=140.4211534038186, train_accuracy=0.8804824561403509,val_loss=8.49395751953125, val_accuracy=0.8752093802345059
Epoch 227 lr=0.01018310143790395: loss=143.6394330561161, train_accuracy=0.8774975633528265,val_loss=8.39968204498291, val_accuracy=0.8726968174204355
Epoch 228 lr=0.01018310143790395: loss=143.63185203820467, train_accuracy=0.8751827485380117,val_loss=7.721652984619141, val_accuracy=0.879676158570631
Epoch 229 lr=0.00987760839476683: loss=141.24651653319597, train_accuracy=0.8788986354775828,val_loss=8.419844627380371, val_accuracy=0.88107202680067
Epoch 230 lr=0.00987760839476683: loss=142.5491466447711, train_accuracy=0.8767056530214425,val_loss=7.903390407562256, val_accuracy=0.8738135120044668
Epoch 231 lr=0.00987760839476683: loss=143.65556382387877, train_accuracy=0.8753654970760234,val_loss=7.868406772613525, val_accuracy=0.8791178112786153
Epoch 232 lr=0.009581280142923825: loss=141.01261372864246, train_accuracy=0.8777412280701754,val_loss=9.086052894592285, val_accuracy=0.8676716917922948
Epoch 233 lr=0.009581280142923825: loss=139.97042854875326, train_accuracy=0.8795077972709552,val_loss=9.84422779083252, val_accuracy=0.862925739810162
Epoch 234 lr=0.009581280142923825: loss=140.92191918194294, train_accuracy=0.8801169590643275,val_loss=8.932588577270508, val_accuracy=0.8696259073143495
Epoch 235 lr=0.00929384173863611: loss=139.97029339522123, train_accuracy=0.8806042884990254,val_loss=9.048075675964355, val_accuracy=0.8685092127303182
Epoch 236 lr=0.00929384173863611: loss=138.67750053107738, train_accuracy=0.8789595516569201,val_loss=8.576627731323242, val_accuracy=0.8771635957565606
Epoch 237 lr=0.00929384173863611: loss=139.2919970601797, train_accuracy=0.8793250487329435,val_loss=8.479534149169922, val_accuracy=0.8754885538805137
Epoch 238 lr=0.009015026486477026: loss=136.50808120518923, train_accuracy=0.886025828460039,val_loss=8.540434837341309, val_accuracy=0.873534338358459
Epoch 239 lr=0.009015026486477026: loss=137.5437932536006, train_accuracy=0.8846247563352827,val_loss=9.831094741821289, val_accuracy=0.8606923506420994
Epoch 240 lr=0.009015026486477026: loss=137.86575014144182, train_accuracy=0.8798123781676414,val_loss=9.129522323608398, val_accuracy=0.8713009491903965
Epoch 241 lr=0.008744575691882715: loss=139.16544613987207, train_accuracy=0.8817007797270955,val_loss=8.0390625, val_accuracy=0.884142936906756
Epoch 242 lr=0.008744575691882715: loss=137.62442265450954, train_accuracy=0.8851730019493177,val_loss=9.00418472290039, val_accuracy=0.8788386376326075
Epoch 243 lr=0.008744575691882715: loss=136.30355443060398, train_accuracy=0.8825536062378168,val_loss=8.527694702148438, val_accuracy=0.8768844221105527
Epoch 244 lr=0.008482238421126234: loss=139.41765958070755, train_accuracy=0.8774975633528265,val_loss=8.701700210571289, val_accuracy=0.8749302065884981
Epoch 246 lr=0.008482238421126234: loss=134.79542919248343, train_accuracy=0.8852339181286549,val_loss=8.301383972167969, val_accuracy=0.8807928531546622
Epoch 247 lr=0.008227771268492447: loss=135.62288934737444, train_accuracy=0.8837110136452242,val_loss=9.010126113891602, val_accuracy=0.8726968174204355
Epoch 248 lr=0.008227771268492447: loss=137.51739005371928, train_accuracy=0.8854775828460039,val_loss=8.457656860351562, val_accuracy=0.8696259073143495
Epoch 249 lr=0.008227771268492447: loss=137.10669691115618, train_accuracy=0.8809088693957114,val_loss=8.794744491577148, val_accuracy=0.8721384701284198
Epoch 250 lr=0.007980938130437673: loss=134.25792214274406, train_accuracy=0.8851120857699805,val_loss=8.318397521972656, val_accuracy=0.8777219430485762
Epoch 251 lr=0.007980938130437673: loss=134.31057614833117, train_accuracy=0.8825536062378168,val_loss=8.351028442382812, val_accuracy=0.884142936906756
Epoch 252 lr=0.007980938130437673: loss=138.65111472457647, train_accuracy=0.8819444444444444,val_loss=8.358431816101074, val_accuracy=0.8749302065884981
Epoch 253 lr=0.007741509986524542: loss=136.68375254422426, train_accuracy=0.8806652046783626,val_loss=8.854326248168945, val_accuracy=0.8713009491903965
Epoch 254 lr=0.007741509986524542: loss=133.7176431119442, train_accuracy=0.8876705653021443,val_loss=9.16160774230957, val_accuracy=0.8746510329424902
Epoch 255 lr=0.007741509986524542: loss=134.06985446065664, train_accuracy=0.8862085769980507,val_loss=10.227011680603027, val_accuracy=0.8682300390843104
Epoch 256 lr=0.007509264686928806: loss=135.49563512951136, train_accuracy=0.8831018518518519,val_loss=8.46253776550293, val_accuracy=0.8771635957565606
Epoch 257 lr=0.007509264686928806: loss=131.00447990000248, train_accuracy=0.8875487329434698,val_loss=8.455331802368164, val_accuracy=0.8766052484645449
Epoch 258 lr=0.007509264686928806: loss=134.13593075424433, train_accuracy=0.8863304093567251,val_loss=8.131965637207031, val_accuracy=0.8833054159687326
Epoch 259 lr=0.007283986746320942: loss=132.87975612282753, train_accuracy=0.8846247563352827,val_loss=10.542868614196777, val_accuracy=0.8542713567839196
Epoch 260 lr=0.007283986746320942: loss=135.18145900964737, train_accuracy=0.883650097465887,val_loss=8.281469345092773, val_accuracy=0.8749302065884981
Epoch 261 lr=0.007283986746320942: loss=133.38911721110344, train_accuracy=0.8832846003898636,val_loss=8.34673023223877, val_accuracy=0.884142936906756
Epoch 262 lr=0.007065467143931314: loss=136.5585222914815, train_accuracy=0.8838328460038987,val_loss=8.007603645324707, val_accuracy=0.8805136795086543
Epoch 263 lr=0.007065467143931314: loss=132.17962428927422, train_accuracy=0.8884624756335283,val_loss=8.697185516357422, val_accuracy=0.8743718592964824
Epoch 264 lr=0.007065467143931314: loss=134.1606570482254, train_accuracy=0.8863304093567251,val_loss=8.4227933883667, val_accuracy=0.8813512004466778
Epoch 265 lr=0.006853503129613374: loss=131.2615995630622, train_accuracy=0.8855994152046783,val_loss=8.460555076599121, val_accuracy=0.8805136795086543
Epoch 266 lr=0.006853503129613374: loss=129.65160290151834, train_accuracy=0.8915082846003899,val_loss=8.300187110900879, val_accuracy=0.8821887213847013
Epoch 267 lr=0.006853503129613374: loss=131.47166065871716, train_accuracy=0.8874878167641326,val_loss=8.441790580749512, val_accuracy=0.8838637632607482
Epoch 268 lr=0.006647898035724973: loss=130.62777627259493, train_accuracy=0.8872441520467836,val_loss=8.889161109924316, val_accuracy=0.8802345058626466
Epoch 269 lr=0.006647898035724973: loss=134.10019659996033, train_accuracy=0.8861476608187134,val_loss=8.264257431030273, val_accuracy=0.879676158570631
Epoch 270 lr=0.006647898035724973: loss=130.5603415891528, train_accuracy=0.8884015594541911,val_loss=7.890927314758301, val_accuracy=0.8860971524288107
Epoch 271 lr=0.006448461094653224: loss=131.01445403695107, train_accuracy=0.887609649122807,val_loss=9.997454643249512, val_accuracy=0.8604131769960915
Epoch 272 lr=0.006448461094653224: loss=130.9841138496995, train_accuracy=0.8873659844054581,val_loss=8.30138111114502, val_accuracy=0.884142936906756
Epoch 273 lr=0.006448461094653224: loss=133.25917479768395, train_accuracy=0.8843810916179338,val_loss=8.552202224731445, val_accuracy=0.8830262423227248
Epoch 274 lr=0.006255007261813627: loss=129.06100507080555, train_accuracy=0.8904727095516569,val_loss=8.048792839050293, val_accuracy=0.8855388051367951
Epoch 275 lr=0.006255007261813627: loss=127.24013435840607, train_accuracy=0.8913255360623782,val_loss=8.199289321899414, val_accuracy=0.8833054159687326
Epoch 276 lr=0.006255007261813627: loss=127.15065437182784, train_accuracy=0.8932748538011696,val_loss=8.596894264221191, val_accuracy=0.8757677275265215
Epoch 277 lr=0.006067357043959218: loss=130.61465340852737, train_accuracy=0.8893153021442495,val_loss=8.534571647644043, val_accuracy=0.8754885538805137
Epoch 278 lr=0.006067357043959218: loss=128.95043124258518, train_accuracy=0.8883406432748538,val_loss=8.567865371704102, val_accuracy=0.8824678950307091
Epoch 279 lr=0.006067357043959218: loss=126.19908934086561, train_accuracy=0.8925438596491229,val_loss=8.73064136505127, val_accuracy=0.8827470686767169
Epoch 280 lr=0.005885336332640441: loss=128.15860617533326, train_accuracy=0.8901681286549707,val_loss=8.550908088684082, val_accuracy=0.8768844221105527
Epoch 281 lr=0.005885336332640441: loss=131.00497572124004, train_accuracy=0.8882188109161794,val_loss=8.25479507446289, val_accuracy=0.884142936906756
Epoch 282 lr=0.005885336332640441: loss=128.6741859614849, train_accuracy=0.8907163742690059,val_loss=8.375603675842285, val_accuracy=0.8805136795086543
Epoch 283 lr=0.0057087762426612275: loss=128.51995461434126, train_accuracy=0.8904117933723197,val_loss=8.180562973022461, val_accuracy=0.8847012841987716
Epoch 284 lr=0.0057087762426612275: loss=129.48681906983256, train_accuracy=0.891020955165692,val_loss=7.871633529663086, val_accuracy=0.8863763260748185
Epoch 285 lr=0.0057087762426612275: loss=131.39456122741103, train_accuracy=0.8873659844054581,val_loss=8.221240997314453, val_accuracy=0.8866554997208264
Epoch 286 lr=0.005537512955381391: loss=129.21419129893184, train_accuracy=0.8902899610136452,val_loss=8.502251625061035, val_accuracy=0.8807928531546622
Epoch 287 lr=0.005537512955381391: loss=128.62937312573195, train_accuracy=0.8901681286549707,val_loss=9.069746971130371, val_accuracy=0.8771635957565606
Epoch 288 lr=0.005537512955381391: loss=124.57286628335714, train_accuracy=0.8951023391812866,val_loss=8.57049560546875, val_accuracy=0.8799553322166388
Epoch 289 lr=0.005371387566719949: loss=128.45160443335772, train_accuracy=0.8901681286549707,val_loss=8.568976402282715, val_accuracy=0.8799553322166388
Epoch 290 lr=0.005371387566719949: loss=129.78817577660084, train_accuracy=0.8887061403508771,val_loss=8.546092987060547, val_accuracy=0.879676158570631
Epoch 291 lr=0.005371387566719949: loss=129.15360315144062, train_accuracy=0.8888888888888888,val_loss=8.15863037109375, val_accuracy=0.8821887213847013
Epoch 292 lr=0.0052102459397183505: loss=129.65158313512802, train_accuracy=0.8882797270955166,val_loss=8.060335159301758, val_accuracy=0.8788386376326075
Epoch 293 lr=0.0052102459397183505: loss=130.7458082139492, train_accuracy=0.8884624756335283,val_loss=8.24864387512207, val_accuracy=0.8821887213847013
Epoch 294 lr=0.0052102459397183505: loss=125.16309124231339, train_accuracy=0.8915082846003899,val_loss=8.800088882446289, val_accuracy=0.8760469011725294
Epoch 295 lr=0.0050539385615268: loss=127.25718662515283, train_accuracy=0.8905336257309941,val_loss=7.931422710418701, val_accuracy=0.884142936906756
Epoch 296 lr=0.0050539385615268: loss=127.99966262280941, train_accuracy=0.8902899610136452,val_loss=8.080339431762695, val_accuracy=0.8833054159687326
Epoch 297 lr=0.0050539385615268: loss=124.5684716925025, train_accuracy=0.8937621832358674,val_loss=9.032552719116211, val_accuracy=0.8785594639865997
Epoch 298 lr=0.0050539385615268: loss=126.86308719217777, train_accuracy=0.8894980506822612,val_loss=8.466337203979492, val_accuracy=0.878001116694584
Epoch 299 lr=0.0050539385615268: loss=123.00568778067827, train_accuracy=0.8970516569200779,val_loss=8.214492797851562, val_accuracy=0.8827470686767169
Epoch 300 lr=0.0050539385615268: loss=125.64703563973308, train_accuracy=0.893396686159844,val_loss=8.409229278564453, val_accuracy=0.8791178112786153
Epoch 301 lr=0.0050539385615268: loss=123.78955018147826, train_accuracy=0.893640350877193,val_loss=8.472930908203125, val_accuracy=0.8833054159687326
Epoch 302 lr=0.0050539385615268: loss=125.40735192596912, train_accuracy=0.8917519493177388,val_loss=9.691492080688477, val_accuracy=0.864321608040201
Epoch 303 lr=0.0050539385615268: loss=124.93456147611141, train_accuracy=0.8943104288499025,val_loss=8.428438186645508, val_accuracy=0.8791178112786153
Epoch 304 lr=0.0050539385615268: loss=125.11152788996696, train_accuracy=0.8922392787524367,val_loss=8.053308486938477, val_accuracy=0.8852596314907872
Epoch 305 lr=0.0050539385615268: loss=124.5829679518938, train_accuracy=0.8940667641325536,val_loss=8.96694278717041, val_accuracy=0.8777219430485762
Epoch 306 lr=0.0050539385615268: loss=124.08144074305892, train_accuracy=0.8935794346978557,val_loss=8.332011222839355, val_accuracy=0.8805136795086543
Epoch 307 lr=0.0050539385615268: loss=129.15714543312788, train_accuracy=0.8890107212475633,val_loss=8.155983924865723, val_accuracy=0.8768844221105527
Epoch 308 lr=0.0050539385615268: loss=123.27099128067493, train_accuracy=0.8957115009746589,val_loss=8.683835983276367, val_accuracy=0.8799553322166388
Epoch 309 lr=0.0050539385615268: loss=126.94519904255867, train_accuracy=0.8911427875243665,val_loss=8.516277313232422, val_accuracy=0.8835845896147404
Epoch 310 lr=0.0050539385615268: loss=123.64855551719666, train_accuracy=0.8960769980506823,val_loss=8.035314559936523, val_accuracy=0.8863763260748185
Epoch 311 lr=0.0050539385615268: loss=122.65824355185032, train_accuracy=0.8977826510721247,val_loss=8.273225784301758, val_accuracy=0.887213847012842
Epoch 312 lr=0.0050539385615268: loss=124.2380504347384, train_accuracy=0.8937621832358674,val_loss=9.41208553314209, val_accuracy=0.8726968174204355
Epoch 313 lr=0.0050539385615268: loss=126.18812854960561, train_accuracy=0.8930921052631579,val_loss=8.269392967224121, val_accuracy=0.8799553322166388
Epoch 314 lr=0.0050539385615268: loss=122.86885429173708, train_accuracy=0.895224171539961,val_loss=8.33825397491455, val_accuracy=0.8852596314907872
Epoch 315 lr=0.0050539385615268: loss=125.23501911386847, train_accuracy=0.89260477582846,val_loss=8.318985939025879, val_accuracy=0.8813512004466778
Epoch 316 lr=0.0050539385615268: loss=125.69897370040417, train_accuracy=0.8923611111111112,val_loss=8.081069946289062, val_accuracy=0.8860971524288107
Epoch 317 lr=0.0050539385615268: loss=122.86579757928848, train_accuracy=0.8953460038986355,val_loss=8.928709030151367, val_accuracy=0.8833054159687326
Epoch 318 lr=0.0050539385615268: loss=126.06090649962425, train_accuracy=0.8922392787524367,val_loss=7.82614803314209, val_accuracy=0.8874930206588498
Epoch 319 lr=0.0050539385615268: loss=127.18019102886319, train_accuracy=0.8929702729044834,val_loss=8.506131172180176, val_accuracy=0.8805136795086543
Epoch 320 lr=0.0050539385615268: loss=124.21132091060281, train_accuracy=0.891264619883041,val_loss=8.641653060913086, val_accuracy=0.8805136795086543
Epoch 321 lr=0.0050539385615268: loss=124.02223281934857, train_accuracy=0.892056530214425,val_loss=8.219921112060547, val_accuracy=0.8855388051367951
Epoch 322 lr=0.0050539385615268: loss=122.15752336010337, train_accuracy=0.8960769980506823,val_loss=8.379523277282715, val_accuracy=0.8847012841987716
Epoch 323 lr=0.0050539385615268: loss=123.83744689077139, train_accuracy=0.8934576023391813,val_loss=8.900267601013184, val_accuracy=0.8830262423227248
Epoch 324 lr=0.0050539385615268: loss=122.69416533783078, train_accuracy=0.8949195906432749,val_loss=8.92154312133789, val_accuracy=0.8788386376326075
Epoch 325 lr=0.0050539385615268: loss=124.89074755460024, train_accuracy=0.8940667641325536,val_loss=8.832531929016113, val_accuracy=0.8785594639865997
Epoch 326 lr=0.0050539385615268: loss=122.27841966599226, train_accuracy=0.8955896686159844,val_loss=8.750443458557129, val_accuracy=0.8813512004466778
Epoch 327 lr=0.0050539385615268: loss=127.06671854108572, train_accuracy=0.8914473684210527,val_loss=8.784399032592773, val_accuracy=0.8847012841987716
Epoch 328 lr=0.0050539385615268: loss=122.26227020844817, train_accuracy=0.8944931773879142,val_loss=9.83159351348877, val_accuracy=0.8679508654383026
Epoch 329 lr=0.0050539385615268: loss=123.27776353806257, train_accuracy=0.896259746588694,val_loss=8.815701484680176, val_accuracy=0.8816303740926856
Epoch 330 lr=0.0050539385615268: loss=123.01189694553614, train_accuracy=0.8950414230019493,val_loss=8.719014167785645, val_accuracy=0.879676158570631
Epoch 331 lr=0.0050539385615268: loss=124.29929399862885, train_accuracy=0.8928484405458089,val_loss=8.717891693115234, val_accuracy=0.873534338358459
Epoch 332 lr=0.0050539385615268: loss=122.68531770259142, train_accuracy=0.8954069200779727,val_loss=8.67070198059082, val_accuracy=0.8785594639865997
Epoch 333 lr=0.0050539385615268: loss=125.7614278420806, train_accuracy=0.8926656920077972,val_loss=8.62696361541748, val_accuracy=0.8793969849246231
Epoch 334 lr=0.0050539385615268: loss=124.08723880723119, train_accuracy=0.8941885964912281,val_loss=7.975107669830322, val_accuracy=0.8858179787828029
Epoch 335 lr=0.0050539385615268: loss=123.60497068241239, train_accuracy=0.8947977582846004,val_loss=8.560434341430664, val_accuracy=0.8768844221105527
Epoch 336 lr=0.0050539385615268: loss=123.8800919316709, train_accuracy=0.8930311890838206,val_loss=8.438376426696777, val_accuracy=0.8793969849246231
Epoch 337 lr=0.0050539385615268: loss=124.42376301810145, train_accuracy=0.8941276803118908,val_loss=8.52060604095459, val_accuracy=0.88107202680067
Epoch 338 lr=0.0050539385615268: loss=121.87676621228456, train_accuracy=0.8977826510721247,val_loss=8.590106010437012, val_accuracy=0.8816303740926856
Epoch 339 lr=0.0050539385615268: loss=121.60198747366667, train_accuracy=0.8965034113060428,val_loss=8.126771926879883, val_accuracy=0.8844221105527639
Epoch 340 lr=0.0050539385615268: loss=123.79808162897825, train_accuracy=0.8943104288499025,val_loss=7.656006336212158, val_accuracy=0.8880513679508655
Epoch 341 lr=0.0050539385615268: loss=121.24003392830491, train_accuracy=0.8980263157894737,val_loss=9.159090042114258, val_accuracy=0.8724176437744277
Epoch 342 lr=0.0050539385615268: loss=124.60513531416655, train_accuracy=0.8923611111111112,val_loss=8.570154190063477, val_accuracy=0.88107202680067
Epoch 343 lr=0.0050539385615268: loss=124.32884188368917, train_accuracy=0.8957724171539961,val_loss=8.21151351928711, val_accuracy=0.8860971524288107
Epoch 344 lr=0.0050539385615268: loss=123.77403075248003, train_accuracy=0.8933357699805068,val_loss=8.695428848266602, val_accuracy=0.8833054159687326
Epoch 345 lr=0.0050539385615268: loss=122.76474848017097, train_accuracy=0.8980872319688109,val_loss=8.554295539855957, val_accuracy=0.8835845896147404
Epoch 346 lr=0.0050539385615268: loss=125.92821832001209, train_accuracy=0.8930921052631579,val_loss=8.468385696411133, val_accuracy=0.8855388051367951
Epoch 347 lr=0.0050539385615268: loss=121.31213543564081, train_accuracy=0.8956505847953217,val_loss=9.261211395263672, val_accuracy=0.8791178112786153
Epoch 348 lr=0.0050539385615268: loss=122.6374091617763, train_accuracy=0.896259746588694,val_loss=9.16671085357666, val_accuracy=0.8760469011725294
Epoch 349 lr=0.0050539385615268: loss=122.05255882441998, train_accuracy=0.8983308966861598,val_loss=8.767402648925781, val_accuracy=0.8838637632607482
Epoch 350 lr=0.0050539385615268: loss=122.13090045005083, train_accuracy=0.8969298245614035,val_loss=8.117835998535156, val_accuracy=0.8863763260748185
Epoch 351 lr=0.0050539385615268: loss=123.0336617603898, train_accuracy=0.8950414230019493,val_loss=9.39458179473877, val_accuracy=0.8799553322166388
Epoch 352 lr=0.0050539385615268: loss=124.21358332037926, train_accuracy=0.8964424951267057,val_loss=8.23847484588623, val_accuracy=0.8849804578447794
Epoch 353 lr=0.0050539385615268: loss=121.62102045118809, train_accuracy=0.8961379142300195,val_loss=7.963311672210693, val_accuracy=0.8874930206588498
Epoch 354 lr=0.0050539385615268: loss=120.80657131969929, train_accuracy=0.8995492202729045,val_loss=7.817992687225342, val_accuracy=0.8877721943048577
Epoch 355 lr=0.0050539385615268: loss=120.48975870013237, train_accuracy=0.8984527290448343,val_loss=8.875731468200684, val_accuracy=0.8782802903405919
Epoch 356 lr=0.0050539385615268: loss=120.01569570600986, train_accuracy=0.8975389863547758,val_loss=8.596511840820312, val_accuracy=0.8799553322166388
Epoch 357 lr=0.0050539385615268: loss=122.76646152883768, train_accuracy=0.89546783625731,val_loss=8.460065841674805, val_accuracy=0.8788386376326075
Epoch 358 lr=0.0050539385615268: loss=124.24702653288841, train_accuracy=0.8969298245614035,val_loss=8.680171966552734, val_accuracy=0.8869346733668342
Epoch 359 lr=0.0050539385615268: loss=121.18155091255903, train_accuracy=0.8974780701754386,val_loss=8.128328323364258, val_accuracy=0.8855388051367951
Epoch 360 lr=0.0050539385615268: loss=119.29108665883541, train_accuracy=0.8985136452241715,val_loss=9.000162124633789, val_accuracy=0.8838637632607482
Epoch 361 lr=0.0050539385615268: loss=122.11634585633874, train_accuracy=0.8993664717348928,val_loss=9.199583053588867, val_accuracy=0.8754885538805137
Epoch 362 lr=0.0050539385615268: loss=121.49001620709896, train_accuracy=0.8963206627680312,val_loss=8.505159378051758, val_accuracy=0.8819095477386935
Epoch 363 lr=0.0050539385615268: loss=121.39660880714655, train_accuracy=0.8974171539961013,val_loss=8.337864875793457, val_accuracy=0.8821887213847013
Epoch 364 lr=0.0050539385615268: loss=124.17773481085896, train_accuracy=0.8949805068226121,val_loss=8.363666534423828, val_accuracy=0.88107202680067
Epoch 365 lr=0.0050539385615268: loss=122.0837125107646, train_accuracy=0.89942738791423,val_loss=8.3488187789917, val_accuracy=0.8860971524288107
Epoch 366 lr=0.0050539385615268: loss=119.46639521420002, train_accuracy=0.9000974658869396,val_loss=8.234310150146484, val_accuracy=0.8819095477386935
Epoch 367 lr=0.0050539385615268: loss=119.93285766988993, train_accuracy=0.8986963937621832,val_loss=9.247804641723633, val_accuracy=0.8793969849246231
Epoch 368 lr=0.0050539385615268: loss=122.08537025377154, train_accuracy=0.8949195906432749,val_loss=9.194567680358887, val_accuracy=0.8774427694025684
Epoch 369 lr=0.0050539385615268: loss=121.32234859466553, train_accuracy=0.8988182261208577,val_loss=8.103348731994629, val_accuracy=0.8858179787828029
Epoch 370 lr=0.0050539385615268: loss=119.10447157174349, train_accuracy=0.8988182261208577,val_loss=8.244580268859863, val_accuracy=0.8807928531546622
Epoch 371 lr=0.0050539385615268: loss=121.16015965491533, train_accuracy=0.8950414230019493,val_loss=8.895044326782227, val_accuracy=0.8768844221105527
Epoch 372 lr=0.0050539385615268: loss=121.91928977146745, train_accuracy=0.8969298245614035,val_loss=9.010437965393066, val_accuracy=0.8813512004466778
Epoch 373 lr=0.0050539385615268: loss=123.76329468935728, train_accuracy=0.8965034113060428,val_loss=8.08478832244873, val_accuracy=0.8819095477386935
Epoch 374 lr=0.0050539385615268: loss=118.49758877977729, train_accuracy=0.9009502923976608,val_loss=8.803888320922852, val_accuracy=0.8799553322166388
